,replyContent,score,content,thumbsUpCount
276," Hey there! Sorry to hear this. This is definitely not the experience that we’d want you to have. Could you please get in touch with us via Live Chat or call, at (+65) 3105 2055, so that we can assist you further? We’d be happy to make things right for you! 🙏, modified: 2023-09-26T17:31:51Z",1,Horrible app! DO NOT USE! : DO NOT USE THIS APP!!!! So frustrating on this app. 3 times I tried to move a small portion of money out of my pocket. 3 times the pocket becomes $0 straight away and I can’t move/transfer my money out!!!!!!!!!!!!!,0
277," Were sorry to hear that your account application experience didnt go as expected. You should have received an email or in-app push notification about the outcome. If you need further clarification or assistance on this matter, please reach out to us at (+65) 3105 2055, we’re here 24/7! 💜, modified: 2023-07-29T06:25:33Z",1,Unreliable & Untrustworthy : Gave an application to open account but the bank decided to cancel opening new accounts and the “bank” didnt even bother to inform clients! May be its a gods sign to save my money.,0
278," Hey Andreani369, this is not the experience we want you to have. Please drop us an email with your contact details and a video recording/screenshot of what you are facing at help@gxs.com.sg, and we would be more than happy to look into this. Thank you! , modified: 2023-05-04T01:14:41Z",1,"Unusable App : App keeps giving me “something went wrong” and “it’s not you, it’s us” notification whenever I attempt to log-in. Totally unusually at this time of writing.",0
279," Thats a good suggestion, AribNasikur ! Currently, we do not have such a sign in option for our app yet. We have forwarded your thoughts to the team as feedback for further consideration. 🙏 Thank you for your support! 💜, modified: 2023-02-13T01:51:56Z",4,quick fix : could you add a way to sign in using singpass password instead of only having to use the app?,0
280," Hi Roundi07, we are delighted that you are happy with our features. Thank you for your appreciation and support!, modified: 2023-12-07T17:34:09Z",5,Good product provided : Gxs provide good interest for their pocket savings.,0
281,,1,"Best UI/UX?!?!? Come on… : Not prepared? Then don’t launch. See your direct competitor got a pure breeze of experience. Onboarding was swift and fast. Just think the reviews here are just made by the staff lol, focusing on UI/UX what a joke. Best UI/UX where others cannot experience YET.",0
282," Hi there! We really appreciate your interest in our GXS Savings Account! We’re working hard to roll out new slots as fast as we can to make banking better for you. Be sure to register your interest via our app if you have yet to do so. Invitations will be sent to eligible individuals when new slots open up and we hope to serve you as soon as we can! 💜😊 \r, modified: 2024-03-17T02:25:53Z",1,Open bank account one year? : Apply one year ago..say when slots open up will let me know ..efficient bank sureee,0
283," Hi princesstazsdff. Thank you for your feedback. Were continuously working hard on improving our product offerings and also adding more features to our app to make your experience better. Please get in touch with us via email at help@gxs.com.sg or call at (+65) 3105 2055. We’d be happy to hear your feedback and make things right for you! 🙏\r\n, modified: 2024-01-20T01:40:59Z",1,"Fake 5* : When you asked your staff to write a 5* review, don’t just get them to write great app, easy to use or hurray. Write how did the app help you, how you benefit from the app and why the app is soooo good?",0
284," Thrilled to hear that youve been enjoying our app, Joshua! We are constantly working on new and exciting features, and we cant wait for you to try them out in the future. Feel free to reach out to our support hotline, available 24/7 if you face any issues. 🙌, modified: 2022-12-16T02:08:55Z",5,"Lovely. : Love the modern design, user experience was great as well.",0
285," We greatly appreciate your feedback and look forward to continuously improving our GXS app. While we may not have all the details to share just yet, rest assured that great things are in the works! 💜, modified: 2023-07-24T00:51:37Z",1,"Disappointed only for Singaporean : Pls improve your good service for any person who are really need it,hope the app can improve soon",0
286," Thanks so much for the awesome 5-star review! Were stoked that you found our app efficient. It really means a lot to us! Well keep working hard to make sure your experience with us is top-notch. If you ever need anything or have any cool ideas, just give us a shout. Happy banking with GXS! 😊🎉, modified: 2023-07-20T09:10:57Z",5,Great service : Efficient,0
287," Hi Shannon! Thank you for the 5 stars review, it makes our day! 🤩, modified: 2022-10-04T08:13:25Z",5,Excellent Interface : A whole new era of banking. Go GXS or go home! 💪🏼,0
288," Hi raradonut, thank you for your 5 stars review. 💜We are thrilled to know that you like the app user interface. Have an awesome weekend!🤩, modified: 2022-12-10T07:54:04Z",5,Love it : Great UI and user-friendly,0
289," \r\nHey, so sorry to hear that! GXS FlexiLoan applications gotta go through this whole evaluation process to meet our internal requirements. Its a bummer, but unfortunately, we are unable to offer you a FlexiLoan account at this time.😞 If have any clarifications, you can drop us a call at our 24/7 hotline at 3105 2055. Well be happy to help!, modified: 2023-05-26T01:12:20Z",1,Rubbish : Sent me texts and email to tell me I am selected for flexi loan . But non is approved . Said borrow from $200 and above but can’t even borrow $200 😂 rejected all of my friend and family members . So who can borrow ? Millionaire ?,0
290," \r\nThanks for your positive feedback! Were delighted to hear that you find our loans fair and transparent. We strive to provide a user-friendly experience with reasonable interest rates. If you have any suggestions or further feedback, feel free to share!, modified: 2023-12-11T09:54:27Z",5,"GXS : Fair and transparent loans.
Interest is not like the atypical bank that is out to profit and cripple the debtor.",0
