score,content,date,score_sentiment
5,Best Bank App in Singapore : POSB has improved so much with their app eg New Features especially Security Investment currencies transaction. All in one solution.,2023-12-04 09:17:31,1
5,Very fast and convenient : Save me a lot of time and hassle great work thank you team.,2023-11-12 15:53:32,1
5,Best banking app : Not sure why everyone is giving such Low reviews but the app works great and functional.So far the best banking application I’ve tried.,2019-11-04 00:56:05,1
1,Nobody in dbs cares about your feedback : Most of the features work well. But there's a problem that I've been giving feedback over the last 3-4 years and nobody does anything or at least reaches out to me to find out the details. Ie. Nobody actually reads the feedback. And that's disappointing.,2021-05-25 01:07:20,-1
1,Always crashing : Everytime I launch the app it loads for a while (with posb logo) and then crashes. It happens for 2-4 times before I can actually launch the app. Every single time I need to use it it crashes. Once I’ve logged on even the UX transitions take some time to load. Have given up.,2020-05-03 05:47:51,-1
2,App doesn’t work : It was working great until recently where I keep getting an error that says the service isn’t available. Pls fix the app it’s ridiculous that it hasn’t been working properly for weeks.,2020-02-03 05:41:56,-1
2,Not available again : It kept showing service is not available now. It’s frustrating when you have an app for your banking services and yet we are not able to access to it all the time. Please fix the glitch.,2019-12-11 03:15:22,-1
5,Every time I use  it asks me to set up digital token. : Every time I use  it asks me to set up digital token. Something wrong.,2022-10-28 14:55:15,1
1,Application keeps crashing : I don’t know what you all have done but using this app has been a nightmare for the last 2 months. It keeps crashing at the loading screen. And I have to restart my phone to clear the cache or even reinstall it to use it.,2022-11-26 09:58:56,-1
5,Love the app but… : Hope this help as trying to reach posb for app issues. The app crashes when I do the following…1. Once I logged in.2. Then I select more at the bottom of the apps3. Under apply > pay by instalments4. Once I select credit card the app crashes. Hope will be resolved soon.Thanks,2022-10-05 08:46:09,1
3,Face ID Login Issues : Hi there I’m having trouble logging in to the app using Face ID after IOS 16.1 update. Now I have to use PIN to log in. Tried logging in to other bank apps with Face ID but no issue at all. Pls fix it asap thanks!,2022-10-26 02:12:05,-1
5,Locked out : Can’t do anythingPhysical token is dead & phased outAgent told me digital token needs 12hrsNow it’s already way past 20hrs still zilchDbs Posb pls get your act togetherIf you know about this dead zone useless period why didn’t you inform on websiteAlso why have this dead zone in the first place shouldn’t there be overlapping redundancy,2021-02-02 03:25:01,1
3,Payment : After latest update the notification badges will not go off even I have read and delete / reinstall the app,2022-09-29 04:35:56,-1
3,Buggy : It’s getting more and more buggy with me having the notification of lost connection. Kept logging me out even before I clicked anything.,2021-11-23 03:57:17,-1
5,User friendly : Very user friendly to use the app prompt fast and good app for all purchases transactions,2020-08-22 04:58:20,1
5,Version 3.5.1 : After update to latest version yesterday morning 28th November. I am unable to access the app. Keep on clashing.,2019-11-29 03:24:44,1
4,Useless App : Keep asking me to authenticate using physical token even though i have digital token. Did not allow for SMS of PIN. I have lost my physical token that is why i get digital token. So i cannot do anything on this app. Bloody waste of time!,2020-05-01 01:56:44,1
5,为什么没中文 : 为什么没中文,2023-02-16 16:36:51,1
3,Notification issue in iPhone 14 pro : In recent times not getting digital token notifications alert. Notification are all enabled in the settings.,2024-04-08 11:33:59,-1
5,Easy to use and navigate : No glitches encountered so far,2021-06-08 01:12:45,1
5,Experience of POSB : Easy and clear to understand always,2023-06-20 03:22:58,1
4,Very user friendly : Have always used this app for all payments - cards utilities paynow & have found it most convenient and user friendly,2021-03-21 05:46:11,1
1,Not able to launch app : It’s been 2 months & I haven’t been able to launch the app so I had to use it on browser. Tried to offload app uninstalled & installed the app many times throughout the time period but of no use. Hope you are able to leave a solution for me as it is a hassle to surf from browser.,2020-12-31 17:08:18,-1
